variable_code,variable_long_name,time_frequency,mip_table,total_size_GB,number_of_downloads
reffclic,Hydrometeor Effective Radius of Convective Cloud Ice,mon,Emon,66.36,72
hursmin,Daily Minimum Near-Surface Relative Humidity,mon,Amon,66.08,12989
somint,Depth Integral of Product of Sea Water Density and Prognostic Salinity,yr,Oyr,65.96,4409
reffclwc,Convective Cloud Liquid Droplet Effective Radius,mon,Emon,65.79,72
prsn,Snowfall Flux,subhrPt,CFsubhr,65.50,408
rlds,Surface Downwelling Longwave Radiation,mon,ImonGre,65.49,4242
basin,Region Selection Index,fx,Ofx,65.33,31038
npproot,Net Primary Production Allocated to Roots as Carbon Mass Flux [kgC m-2 s-1],mon,Lmon,65.26,4305
rlutcs,Water Vapor Path,mon,Amon,65.13,3368
od550no3,Nitrate Aerosol Optical Depth at 550nm,mon,AERmon,65.05,15383
tropoz,Tropospheric Ozone Column,mon,AERmon,64.90,7906
clc,Eastward Wind,mon,CFmon,64.69,22
nppleaf,Net Primary Production Allocated to Leaves as Carbon Mass Flux [kgC m-2 s-1],mon,Lmon,64.44,4029
opottempmint,Integral with Respect to Depth of Product of Sea Water Density and Potential Temperature,yr,Oyr,63.87,4573
nppwood,Net Primary Production Allocated to Wood as Carbon Mass Flux [kgC m-2 s-1],mon,Lmon,63.42,4419
hfss,Surface Upward Sensible Heat Flux,mon,ImonGre,62.87,3794
necblut,Net Carbon Mass Flux into Land-Use Tile [kgC m-2 s-1],mon,Emon,62.18,5058
zos,Mole Concentration of Microzooplankton Expressed as Carbon in Sea Water,mon,Omon,62.18,1928
flulccatmlut,Carbon Transferred Directly to Atmosphere Due to any Land-Use or Land-Cover Change Activities [kgC m-2 s-1],mon,Emon,62.18,5617
umo,Sea Water Potential Temperature,mon,Omon,62.13,290
aerssabnd,Aerosol Level Single Scattering Albedo for Each Band,3hrPt,E3hrPt,61.76,21
rsus,Surface Upwelling Shortwave Radiation,mon,ImonGre,61.51,5019
prw,Mole Fraction of O3,mon,Amon,61.48,3450
epfy,Northward Component of the Eliassen-Palm Flux,mon,Amon,61.07,504
rsutcs,TOA Outgoing Clear-Sky Longwave Radiation,mon,Amon,60.95,2684
prc,Convective Precipitation,subhrPt,CFsubhr,60.70,375
rlus,Surface Upwelling Longwave Radiation,mon,ImonGre,59.44,4044
rlds,Surface Downwelling Longwave Radiation,mon,ImonAnt,59.04,3884
nleaf,Nitrogen Mass in Leaves,mon,Emon,58.97,11940
cct,Air Pressure at Convective Cloud Top,subhrPt,CFsubhr,58.77,319
tas,Near-Surface Air Temperature,subhrPt,Esubhr,58.38,4
tauu,Surface Snow and Ice Sublimation Flux,mon,Amon,58.20,1635
treefracndldcd,Needleleaf Deciduous Tree Area Percentage,mon,Emon,57.30,44559
rlutcs4co2,TOA Outgoing Clear-Sky Longwave Radiation 4XCO2 Atmosphere,mon,CFmon,57.05,2626
tauv,Fraction of Time Shallow Convection Occurs,mon,Amon,56.85,4020
sidivvel,Divergence of the Sea-Ice Velocity Field,mon,SImon,56.54,5559
dsn,Change in Snow Water Equivalent,day,Eday,56.08,91
rsutcs4co2,TOA Outgoing Clear-Sky Shortwave Radiation 4XCO2 Atmosphere,mon,CFmon,55.91,2547
fgco2nat,Surface Downward Mass Flux of Carbon as Natural CO2 [kgC m-2 s-1],yr,Oyr,55.90,3318
calcos,Surface Calcite Concentration,mon,Omon,55.77,788
flashrate,Lightning Flash Rate,mon,Emon,55.60,1148
flulccresiduelut,Carbon Transferred to Soil or Litter Pools Due to Land-Use or Land-Cover Change Processes on Tile,mon,Emon,55.60,5052
aerasymbnd,Aerosol Level Asymmetry Parameter for Each Band,3hrPt,E3hrPt,55.22,13
fclandtoocean,Lateral Transfer of Carbon out of Grid Cell That Eventually Goes into Ocean,mon,Emon,55.21,13627
prc,Total Cloud Cover Percentage,mon,Amon,54.96,2185
psl,Eastward Wind,mon,Amon,54.95,5490
ffirenat,Carbon Mass Flux into Atmosphere Due to CO2 Emission from Natural Fire [kgC m-2 s-1],mon,Emon,54.62,22743
jpdftaureicemodis,"MODIS Joint Distribution of Optical Thickness and Particle Size, Ice",mon,Emon,54.03,118
thkcello,Ocean Model Cell Thickness,fx,Ofx,53.98,12475
clittercwd,Carbon Mass in Coarse Woody Debris,mon,Emon,53.67,9932
snwc, snow water equivalent intercepted by the vegetation,day,Eday,53.50,917
rsus,Surface Upwelling Shortwave Radiation,mon,ImonAnt,53.43,4400
clt,Total Cloud Cover Percentage,3hrPt,CF3hr,53.35,55
dtesn,Change in Snow and Ice Cold Content,day,Eday,53.17,73
ctotfirelut,"Total Carbon Loss from Natural and Managed Fire on Land-Use Tile, Including Deforestation Fires [kgC m-2 s-1]",mon,Emon,53.08,9060
rlus,Surface Upwelling Longwave Radiation,mon,ImonAnt,52.83,3808
thetaoga,Global Average Sea Water Potential Temperature,dec,Odec,52.42,628
ccb,Air Pressure at Convective Cloud Base,subhrPt,CFsubhr,52.30,333
hfls,Surface Upward Latent Heat Flux,3hrPt,CF3hr,52.25,30
zfull,Altitude of Model Full-Levels,fx,fx,52.08,7127
clittersurf,Carbon Mass in Above-Ground Litter,mon,Emon,51.98,10744
fnlittersoil,Total Nitrogen Mass Flux from Litter to Soil,mon,Emon,51.96,9601
wo,Sea Water Vertical Velocity,dec,Odec,51.81,256
sidragtop,Atmospheric Drag Coefficient,mon,SImon,50.92,2108
reffcclwtop,Cloud-Top Effective Droplet Radius in Convective Cloud,day,Eday,50.70,51
sftof,Sea Area Percentage,fx,Ofx,50.63,29375
clittersubsurf,Carbon Mass in Below-Ground Litter,mon,Emon,50.56,11101
nproduct,Nitrogen Mass in Products of Land-Use Change,mon,Emon,50.18,22488
drynh4,Dry Deposition Rate of NH4,mon,AERmon,50.16,6786
emiisop,Total Emission Rate of Isoprene,mon,AERmon,50.13,10688
sftgif,Land Ice Area Percentage,mon,LImon,49.63,5113
nstem,Nitrogen Mass in Stem,mon,Emon,49.17,9263
masscello,Ocean Grid-Cell Mass per Area,fx,Ofx,49.14,6424
rhgrass,Heterotrophic Respiration on Grass Tiles as Carbon Mass Flux [kgC m-2 s-1],mon,Emon,49.06,4140
fvegfire,Carbon Mass Flux from Vegetation into Atmosphere Due to CO2 Emission from All Fire [kgC m-2 s-1],mon,Emon,48.98,1871
nppstem,Net Primary Production Allocated to Stem as Carbon Mass Flux [kgC m-2 s-1],mon,Emon,48.86,2638
rsuscs,Surface Downwelling Longwave Radiation,mon,Amon,48.66,1854
nroot,Nitrogen Mass in Roots,mon,Emon,48.64,9172
nppother,Net Primary Production Allocated to Other Pools (not Leaves Stem or Roots) as Carbon Mass Flux [kgC m-2 s-1],mon,Emon,47.95,2488
clcalipso,Surface Temperature,mon,CFmon,47.49,27
ts,Surface Temperature,monC,Amon,47.34,570
drynh3,Dry Deposition Rate of NH3,mon,AERmon,47.16,6916
fproductdecomplut,Net Carbon Mass Flux from Wood and Agricultural Product Pools on Land Use Tile into Atmosphere [kgC m-2 s-1],mon,Emon,47.00,5291
clittergrass,Carbon Mass in Litter on Grass Tiles,mon,Emon,46.99,6051
fngasnonfire,"Total Nitrogen Lost to the Atmosphere (Including NHx, NOx, N2O, N2) from All Processes Except Fire",mon,Emon,46.93,3699
jpdftaureicemodis,MODIS Joint Distribution of Optical Thickness and Particle Size,day,Eday,46.65,72
tcs,Vegetation Canopy Temperature,day,Eday,46.64,229
vmo,Ocean Model Cell Thickness,mon,Omon,46.33,273
sirdgthick,Ridged Ice Thickness,mon,SImon,46.03,2204
vegheighttree,Height of Trees,mon,Emon,45.90,1969
wmo,Virtual Salt Flux into Sea Water Due to Evaporation,mon,Omon,45.81,267
wetnh4,Wet Deposition Rate of NH4,mon,AERmon,45.51,6749
psl,Eastward Wind,6hrPt,6hrPlevPt,45.36,24
rhtree,Heterotrophic Respiration on Tree Tiles as Carbon Mass Flux [kgC m-2 s-1],mon,Emon,45.25,4093
vas,Surface Diffuse Downwelling Shortwave Radiation,mon,Amon,45.00,2992
od550csaer,Ambient Aerosol Optical Thickness at 550nm,mon,AERmon,44.94,3272
wtem,Transformed Eulerian Mean Upward Wind,mon,EmonZ,44.76,10774
wfcorr,Water Flux Correction,mon,Omon,44.13,7934
uas,Surface Downwelling Clear-Sky Shortwave Radiation,mon,Amon,43.90,3096
flulccproductlut,Carbon Harvested Due to Land-Use or Land-Cover Change Process That Enters Anthropogenic Product Pools on Tile,mon,Emon,43.79,5005
dsw,Change in Surface Water Storage,day,Eday,43.63,103
eparag100,Downward Flux of Aragonite,mon,Omon,43.48,545
clittertree,Carbon Mass in Litter on Tree Tiles,mon,Emon,43.36,5932
fharvesttoproduct,Harvested Biomass That Goes into Product Pool,mon,Emon,43.31,7317
drynoy,Dry Deposition Rate of NOy,mon,AERmon,43.18,5506
rldscs,Total Runoff,mon,Amon,42.83,1552
sidivvel,Divergence of the Sea-Ice Velocity Field,monPt,SImon,42.79,10706
fnproduct,Deforested or Harvested Biomass as a Result of Anthropogenic Land-Use or Change,mon,Emon,42.74,15887
evspsbl,Total Cloud Cover Percentage,mon,Amon,42.33,6217
nudgincsm,Nudging Increment of Water in Soil Moisture,day,Eday,42.27,42
od550aerh2o,Aerosol Water Optical Thickness at 550nm,mon,AERmon,42.25,9719
pasturefracc3,C3 Pasture Area Percentage,mon,Emon,42.19,36159
csoilgrass,Carbon Mass in Soil on Grass Tiles,mon,Emon,42.07,4436
sfcwind,Boundary Layer Depth,3hr,E3hr,41.50,25
wetnoy,Wet Deposition Rate of NOy Including Aerosol Nitrate,mon,AERmon,41.50,5453
rsdsis,Ice Sheet Surface Downwelling Shortwave Radiation,mon,LImon,40.74,810
aeroptbnd,Aerosol Level Absorption Optical Thickness for Each Band,3hrPt,E3hrPt,40.67,17
tsl,Temperature of Soil,6hr,6hrPlevPt,40.64,811
lwsnl,Liquid Water Content of Snow Layer,day,Eday,40.63,1448
hursmin,Geopotential Height,day,day,40.57,271
rlut,TOA Outgoing Longwave Radiation,monC,Amon,40.54,437
rsut,TOA Outgoing Shortwave Radiation,monC,Amon,40.48,415
ccldncl,Cloud Droplet Number Concentration of Convective Cloud Tops,day,Eday,40.12,42
uas,Surface Downwelling Clear-Sky Shortwave Radiation,3hrPt,3hr,40.02,11
hfmlt,Energy of Fusion,day,Eday,39.97,1578
cvegshrub,Carbon Mass in Vegetation on Shrub Tiles,mon,Emon,39.93,5549
zg500,Ambient Aerosol Optical Thickness at 550nm,day,AERday,39.51,352
nppshrub,Net Primary Production on Shrub Tiles as Carbon Mass Flux [kgC m-2 s-1],mon,Emon,39.25,4884
zg500,Ambient Aerosol Optical Thickness at 550nm,6hrPt,6hrPlevPt,38.92,75
chepsoa,Chemical Production of Dry Aerosol Secondary Organic Matter,mon,AERmon,38.77,5474
epfy,Northward Component of the Eliassen-Palm Flux,mon,EmonZ,38.50,7360
msftmzsmpa,Ocean Meridional Overturning Mass Streamfunction Due to Parameterized Submesoscale Advection,mon,Omon,38.45,1424
csoiltree,Carbon Mass in Soil on Tree Tiles,mon,Emon,38.06,4582
agesno,Mean Age of Snow,mon,LImon,37.65,2791
sootsn,Snow Soot Content,mon,LImon,37.36,2288
eminh3,Total Emission Rate of NH3,mon,AERmon,37.33,5531
wetnh3,Wet Deposition Rate of NH3,mon,AERmon,36.56,6797
vtem,Transformed Eulerian Mean Northward Wind,mon,EmonZ,36.37,10299
sfcwind,Near-Surface Wind Speed,6hr,6hrPlevPt,36.25,790
raroot,Total Respiration from Roots as Carbon Mass Flux [kgC m-2 s-1],mon,Emon,36.13,1003
rsdscs,Convective Precipitation,mon,Amon,36.08,1935
nlittercwd,Nitrogen Mass in Coarse Woody Debris,mon,Emon,35.99,8144
sistremax,Maximum Shear Stress in Sea Ice,monPt,SImon,35.85,812
fharvesttoatmos,Harvested Biomass That Goes Straight into Atmosphere as Carbon Mass Flux [kgC m-2 s-1],mon,Emon,35.62,2746
ta850,Refreezing of Water in the Snow,day,Eday,35.50,266
fvegsoil,Total Carbon Mass Flux from Vegetation Directly to Soil,mon,Lmon,35.13,1551
hfdsnb,Downward Heat Flux at Snow Base,day,Eday,32.94,33
rsus,Surface Upwelling Shortwave Radiation,monC,Amon,32.83,328
fbddtdic,Rate of Change of Dissolved Inorganic Carbon Due to Biological Activity,mon,Emon,32.31,170
fnfert,Total Nitrogen Added for Cropland Fertilisation (Artificial and Manure),mon,Emon,32.11,15295
psl,Sea Level Pressure,monC,Amon,32.08,389
nmineralno3,Mineral Nitrate in the Soil,mon,Emon,32.07,1152
wetlandch4cons,Grid Averaged Methane Consumption (Methanotrophy) from Wetlands,mon,Emon,32.01,752
agesno,Mean Age of Snow,day,Eday,31.88,50
fgco2abio,Surface Downward Mass Flux of Carbon as Abiotic CO2 [kgC m-2 s-1],yr,Oyr,31.87,1467
od443dust,Optical Thickness at 443nm Dust,mon,Emon,31.84,387
rsdt,TOA Incident Shortwave Radiation,monC,Amon,31.55,442
vas,Northward Near-Surface Wind,monC,Amon,31.54,260
epfz,Upward Component of the Eliassen-Palm Flux,mon,EmonZ,31.46,8030
od865dust,Dust Optical Depth at 865nm,mon,Emon,31.45,411
uas,Eastward Near-Surface Wind,monC,Amon,31.37,259
co2,Mole Fraction of CO2,monC,Amon,31.31,24
sw,Surface Water Storage,day,Eday,31.28,81
acabfis,Ice Sheet Surface Mass Balance Flux,mon,LImon,31.10,1941
uas,Surface Downwelling Clear-Sky Shortwave Radiation,day,day,31.06,30
rsds,Surface Downwelling Shortwave Radiation,monC,Amon,30.94,350
nmineralnh4,Mineral Ammonium in the Soil,mon,Emon,30.84,1143
rlds,Surface Downwelling Longwave Radiation,monC,Amon,30.62,328
difmxybo,Ocean Momentum XY Biharmonic Diffusivity,yr,Oyr,30.57,10
prveg,Precipitation onto Canopy,day,Eday,30.57,28
tntd,Tendency of Air Temperature Due to Numerical Diffusion,mon,Emon,30.47,184
hur,Evaporation Including Sublimation and Transpiration,mon,CFmon,30.41,6
rashrub,Autotrophic Respiration on Shrub Tiles as Carbon Mass Flux [kgC m-2 s-1],mon,Emon,30.10,3660
n2o,Mole Fraction of N2O,monC,Amon,30.07,42
mrrois,Ice Sheet Total Runoff,mon,LImon,30.06,1455
pasturefracc4,C4 Pasture Area Percentage,mon,Emon,30.02,36330
snrefr,Refreezing of Water in the Snow,day,Eday,29.91,44
od550aerso,Stratospheric Optical Depth at 550nm (All Aerosols) 2D-Field (Stratosphere Only),mon,Emon,29.84,730
fbddtdisi,Rate of Change of Dissolved Inorganic Silicon Due to Biological Activity,mon,Emon,29.61,170
huss,Near-Surface Specific Humidity,monC,Amon,29.18,268
sistresave,Average Normal Stress in Sea Ice,monPt,SImon,29.17,814
hfss,Surface Upward Sensible Heat Flux,monC,Amon,28.97,269
oh,OH Volume Mixing Ratio,mon,AERmonZ,28.95,7799
fbddtdife,Rate of Change of Dissolved Inorganic Iron Due to Biological Activity,mon,Emon,28.88,163
clcalipso,CALIPSO Percentage Cloud Cover,3hrPt,E3hrPt,28.73,41
evspsbl,Evaporation Including Sublimation and Transpiration,monC,Amon,28.66,261
hfls,Surface Upward Latent Heat Flux,monC,Amon,28.60,268
ps,Surface Air Pressure,monC,Amon,28.59,332
fveglittersenescence,"Total Carbon Mass Flux from Vegetation to Litter as a Result of Leaf, Branch, and Root Senescence",mon,Emon,28.26,1346
sblis,Ice Sheet Surface Snow and Ice Sublimation Flux,mon,LImon,28.19,966
wetlandch4prod,Grid Averaged Methane Production (Methanogenesis) from Wetlands,mon,Emon,28.11,997
utendepfd,Tendency of Eastward Wind Due to Eliassen-Palm Flux Divergence,mon,EmonZ,27.97,3192
fbddtdin,Rate of Change of Dissolved Inorganic Nitrogen Due to Biological Activity,mon,Emon,27.82,172
fbddtdip,Rate of Change of Dissolved Inorganic Phosphorus Due to Biological Activity,mon,Emon,27.82,146
huss,Meridional Overturning Circulation at 34S,6hrPt,6hrPlevPt,27.76,29
hurs,Near-Surface Relative Humidity,monC,Amon,27.70,255
ci,Fraction of Time Convection Occurs in Cell,subhrPt,CFsubhr,27.60,305
fveglittermortality,Total Carbon Mass Flux from Vegetation to Litter as a Result of Mortality,mon,Emon,27.56,1171
gppshrub,Gross Primary Production on Shrub Tiles as Carbon Mass Flux [kgC m-2 s-1],mon,Emon,27.44,4649
rlus,Surface Upwelling Longwave Radiation,monC,Amon,27.35,304
zostoga,Global Average Thermosteric Sea Level Change,mon,Omon,26.90,455559
clmisr,Percentage Cloud Cover as Calculated by the MISR Simulator (Including Error Flag),3hrPt,E3hrPt,26.71,37
tos,Sea Surface Temperature,dec,Odec,26.70,585
raleaf,Total Respiration from Leaves as Carbon Mass Flux [kgC m-2 s-1],mon,Emon,26.49,713
vegheightgrass,Height of Grass,mon,Emon,26.40,1116
prhmax,Maximum Hourly Precipitation Rate,mon,Emon,26.27,2139
fngasfire,"Total Nitrogen Lost to the Atmosphere (Including NHx, NOx, N2O, N2) from Fire",mon,Emon,26.23,3620
tntmp,Tendency of Air Temperature Due to Model Physics,mon,EmonZ,26.19,3674
sfcwind,Near-Surface Wind Speed,monC,Amon,25.99,239
hfds,Downward Heat Flux at Sea Water Surface,dec,Odec,25.83,427
dfr,Frozen Soil Depth,day,Eday,25.66,47
mc,Convective Mass Flux,monC,Amon,25.19,39
agessc,Sea Water Age Since Surface Contact,dec,Odec,25.16,120
co2s,Atmosphere CO2,mon,Emon,25.13,736
tpf,Permafrost Layer Thickness,mon,LImon,25.05,1097
fbddtalk,Rate of Change of Biological Alkalinity Due to Biological Activity,mon,Emon,25.01,140
c13veg,Mass of 13C in Vegetation,mon,Emon,24.93,743
lwtoafluxaerocs,TOA Outgoing Clear-Sky Longwave Flux Due to Volcanic Aerosols,6hrPt,6hrPlevPt,24.92,8
tauv,Surface Downward Northward Wind Stress,monC,Amon,24.53,192
tsnl,Temperature profile in the snow,day,Eday,24.30,42
c14soil,Mass of 14C in Soil Pool,mon,Emon,24.30,619
prsn,Snowfall Flux,mon,ImonGre,24.28,405
c14veg,Mass of 14C in Vegetation,mon,Emon,24.28,663
c13land,Mass of 13C in All Terrestrial Carbon Pools,mon,Emon,24.26,670
fnanthdisturb,Nitrogen Mass Flux out of Land Due to any Human Activity,mon,Emon,24.22,15264
tasis,Ice Sheet Near-Surface Air Temperature,mon,LImon,24.05,1263
zmtnt,Zonal Mean Diabatic Heating Rates,mon,EmonZ,23.96,1243
prsn,Snowfall Flux,mon,ImonAnt,23.92,406
fnlandtoocean,Lateral Transfer of Nitrogen out of Grid Cell That Eventually Goes into Ocean,mon,Emon,23.79,12844
tosga,Global Average Sea Surface Temperature,mon,Omon,23.44,158534
c13soil,Mass of 13C in Soil Pool,mon,Emon,23.44,598
tauu,Surface Downward Eastward Wind Stress,monC,Amon,23.40,191
vegheightshrub,Height of Shrubs,mon,Emon,23.38,1097
c14land,Mass of 14C in All Terrestrial Carbon Pools,mon,Emon,23.17,600
gppc14,Carbon-14 Mass Flux out of Atmosphere Due to Gross Primary Production on Land [kgC m-2 s-1],mon,Emon,23.03,700
tntrs,Tendency of Air Temperature Due to Shortwave Radiative Heating,mon,EmonZ,23.03,4031
prrais,Ice Sheet Rainfall Rate,mon,LImon,23.00,1004
tntrlcs,Tendency of Air Temperature Due to Clear Sky Longwave Radiative Heating,mon,EmonZ,22.99,2070
sos,Sea Surface Salinity,dec,Odec,22.78,353
tntrl,Tendency of Air Temperature Due to Longwave Radiative Heating,mon,EmonZ,22.74,4066
fn2o,Total Land N2O Flux,mon,Emon,22.72,6320
simpmass,Meltpond Mass per Unit Area (as Depth),mon,SImon,22.69,914
gppc13,Carbon-13 Mass Flux out of Atmosphere Due to Gross Primary Production on Land [kgC m-2 s-1],mon,Emon,22.40,648
prw,Water Vapor Path,monC,Amon,22.40,208
tntrscs,Tendency of Air Temperature Due to Clear Sky Shortwave Radiative Heating,mon,EmonZ,22.36,2111
sblnosn,Sublimation of the Snow Free Area,day,Eday,22.34,42
phabio,Abiotic pH,yr,Oyr,21.92,64
clt,Total Cloud Cover Percentage,monC,Amon,21.85,245
cmisc,Carbon Mass in Other Living Compartments on Land,mon,Emon,21.55,2448
c14litter,Mass of 14C in Litter Pool,mon,Emon,21.44,565
sishevel,Maximum Shear of Sea-Ice Velocity Field,monPt,SImon,21.39,563
ci,Global Mean Mole Fraction of CFC113,mon,Amon,21.27,343
c13litter,Mass of 13C in Litter Pool,mon,Emon,21.06,565
ch4,Mole Fraction of CH4,monC,Amon,20.87,47
prw,Water Vapor Path,3hrPt,CF3hr,20.80,39
ch4,Mole Fraction of CH4,mon,AERmonZ,20.80,8761
fg14co2abio,Surface Downward Mass Flux of Carbon-14 as Abiotic 14CO2 [kgC m-2 s-1],yr,Oyr,20.73,1099
eow,Open Water Evaporation,day,Eday,20.68,90
sbl,Surface Snow and Ice Sublimation Flux,subhrPt,CFsubhr,20.44,217
tasmin,Daily Minimum Near-Surface Air Temperature,monC,Amon,20.30,214
rlutcs,TOA Outgoing Clear-Sky Longwave Radiation,monC,Amon,20.27,253
hflsis,Ice Sheet Surface Upward Latent Heat Flux,mon,LImon,20.24,1034
sza,Solar Zenith Angle,3hrPt,E3hrPt,20.20,247
vegheightcrop,Height of Crops,mon,Emon,20.18,1113
prc,Total Cloud Cover Percentage,day,day,20.16,189
msftmrhompa,Ocean Meridional Overturning Mass Streamfunction Due to Parameterized Mesoscale Advection,mon,Omon,20.04,523
rhc13,Carbon-13 Mass Flux into Atmosphere Due to Heterotrophic Respiration on Land [kgC m-2 s-1],mon,Emon,20.01,555
irrlut,"Irrigation Flux Including any Irrigation for Crops, Trees, Pasture, or Urban Lawns",mon,Emon,19.97,4557
hfgeou,Upward Geothermal Heat Flux at Sea Floor,fx,Ofx,19.92,8389
reffclis,Hydrometeor Effective Radius of Stratiform Cloud Ice,subhrPt,Esubhr,19.90,6
rac13,Carbon-13 Mass Flux into Atmosphere Due to Autotrophic (Plant) Respiration on Land [kgC m-2 s-1],mon,Emon,19.75,570
dmlt,Depth to Soil Thaw,day,Eday,19.74,42
mmrss,Sea-Salt Aerosol Mass Mixing Ratio,mon,Emon,19.70,869
rhc14,Carbon-14 Mass Flux into Atmosphere Due to Heterotrophic Respiration on Land [kgC m-2 s-1],mon,Emon,19.67,569
tasmax,Daily Maximum Near-Surface Air Temperature,day,Amon,19.66,205
hfssis,Ice Sheet Surface Upward Sensible Heat Flux,mon,LImon,19.56,993
baccos,Surface Bacterial Carbon Concentration,mon,Omon,19.54,416
clcalipso2,CALIPSO Cloud Cover Percentage Undetected by CloudSat (as Percentage of Area Covered),3hrPt,E3hrPt,19.40,53
rac14,Carbon-14 Mass Flux into Atmosphere Due to Autotrophic (Plant) Respiration on Land [kgC m-2 s-1],mon,Emon,19.21,555
rldsis,Ice Sheet Surface Downwelling Longwave Radiation,mon,LImon,19.21,688
rsutcs,TOA Outgoing Clear-Sky Shortwave Radiation,monC,Amon,18.90,236
pr,Precipitation,mon,Omon,18.86,1497
cct,OH Volume Mixing Ratio,mon,Amon,18.82,1254
fco2fos,Carbon Mass Flux into Atmosphere Due to Fossil Fuel Emissions of CO2 [kgC m-2 s-1],mon,Amon,18.71,1017
sci,TOA Incident Shortwave Radiation,mon,Amon,18.48,350
thkcello,Ocean Model Cell Thickness,dec,Odec,18.35,350
fgrazing,Carbon Mass Flux into Atmosphere Due to Grazing on Land [kgC m-2 s-1],mon,Lmon,18.31,42340
orogis,Ice Sheet Surface Altitude,mon,LImon,17.85,742
reffclis,Hydrometeor Effective Radius of Stratiform Cloud Ice,3hrPt,CF3hr,17.79,6
msftyrhompa,Ocean Y Overturning Mass Streamfunction Due to Parameterized Mesoscale Advection,mon,Omon,17.70,59
tasmax,Daily Maximum Near-Surface Air Temperature,monC,Amon,17.59,197
ps,Surface Air Pressure,3hrPt,CF3hr,17.56,172
wfo,Water Flux into Sea Water,dec,Odec,17.49,259
co3abio,Abiotic Carbonate Ion Concentration,yr,Oyr,17.29,30
rsuscs,Surface Upwelling Clear-Sky Shortwave Radiation,monC,Amon,17.26,207
cldncl,Cloud Droplet Number Concentration of Cloud Tops,mon,Emon,17.18,277
mmrbc,Elemental Carbon Mass Mixing Ratio,mon,Emon,16.87,731
treefracprimdec,Percentage Cover by Primary Deciduous Tree,mon,Lmon,16.86,1705
ho2,HO2 Volume Mixing Ratio,mon,AERmonZ,16.71,6035
ccn,Cloud Condensation Nuclei Concentration at Liquid Cloud Top,mon,AERmon,16.60,1899
treefracprimever,Percentage Cover by Primary Evergreen Trees,mon,Lmon,16.44,1701
tasmaxcrop,Daily Maximum Near-Surface Air Temperature over Crop Tile,mon,Emon,16.26,809
tasmincrop,Daily Minimum Near-Surface Air Temperature over Crop Tile,mon,Emon,16.16,800
vas,Surface Diffuse Downwelling Shortwave Radiation,3hrPt,3hr,16.09,1
hfbasinpmadv,Northward Ocean Heat Transport Due to Parameterized Mesoscale Advection,mon,Omon,16.05,73801
reffclws,Stratiform Cloud Liquid Droplet Effective Radius,subhrPt,Esubhr,16.03,6
rsdscs,Surface Downwelling Clear-Sky Shortwave Radiation,monC,Amon,15.97,215
tasmin,Daily Minimum Near-Surface Air Temperature,day,Amon,15.78,165
n2o,Mole Fraction of N2O,mon,AERmonZ,15.40,1551
psl,Eastward Wind,6hr,6hrPlev,15.19,13
tntogw,Temperature Tendency Due to Orographic Gravity Wave Dissipation,mon,EmonZ,15.00,1612
rlut,TOA Outgoing Longwave Radiation,1hrCM,E1hrClimMon,14.88,51
prsnis,Ice Sheet Snowfall Flux,mon,LImon,14.72,681
noy,Total Reactive Nitrogen Volume Mixing Ratio,mon,AERmonZ,14.60,5485
grassfrac,Natural Grass Area Percentage,yr,Eyr,14.58,46205
tomint,integral wrt depth of product of sea water density and prognostic temperature,mon,Emon,14.53,32
clivi,Ice Water Path,monC,Amon,14.52,146
evspsbl,Evaporation Including Sublimation and Transpiration,3hrPt,CF3hr,14.45,36
clwvi,Condensed Water Path,monC,Amon,14.37,152
h2o,Mass Fraction of Water,mon,AERmonZ,14.12,1273
lwtoacsaer,TOA Clear-Sky longwave Radiative Forcing due to  Aerosols,mon,Emon,14.11,304
tsis,Ice Sheet Surface Temperature,mon,LImon,14.04,1074
vas,Surface Diffuse Downwelling Shortwave Radiation,6hrPt,6hrPlevPt,13.87,12
reffclws,Stratiform Cloud Liquid Droplet Effective Radius,3hrPt,CF3hr,13.87,6
baresoilfrac,Bare Soil Percentage Area Coverage,yr,Eyr,13.81,43554
uas,Surface Downwelling Clear-Sky Shortwave Radiation,6hrPt,6hrPlevPt,13.67,12
parasolrefl,PARASOL Reflectance,3hrPt,E3hrPt,13.60,29
tauuo,Sea Water Surface Downward X Stress,dec,Odec,13.46,247
meanage,Mean Age of Stratospheric Air,mon,AERmonZ,13.19,1444
rldscs,Surface Downwelling Clear-Sky Longwave Radiation,monC,Amon,13.17,172
hno3,HNO3 Volume Mixing Ratio,mon,AERmonZ,13.00,5073
co3natos,Surface Natural Carbonate Ion Concentration,mon,Omon,12.88,70
treefrac,Tree Cover Percentage,yr,Eyr,12.79,52017
cropfrac,Percentage Crop Cover,yr,Eyr,12.66,47335
zos,Sea Surface Height Above Geoid,day,Oday,12.58,3
tnpeo,Tendency of Ocean Potential Energy Content,yr,Oyr,12.53,340
sci,Fraction of Time Shallow Convection Occurs,subhrPt,CFsubhr,12.34,148
tauvo,Sea Water Surface Downward Y Stress,dec,Odec,12.25,244
clisccp,ISCCP Cloud Area Percentage,3hrPt,E3hrPt,12.24,28
mrroli,Land Ice Runoff Flux,mon,ImonGre,12.22,604
cly,Total Inorganic Chlorine Volume Mixing Ratio,mon,AERmonZ,12.10,1137
clwmodis,MODIS Liquid Cloud Percentage,mon,Emon,11.93,595
htovgyre,Northward Ocean Heat Transport Due to Gyre,mon,Omon,11.90,45241
